CurrencySymbol,CurrencyName,Explorer,Decimals,PARTNER,Other
WIPC,WIPcoin,https://etherscan.io/token/0xab47fbe8a0b75baa4ef846e99f6bb3b52007a115,18,,
WMARTK,Wrapped Martkist,https://etherscan.io/token/0x4267a2097012fcf20d9a97e18ced71cffdf4b31b,8,,
WMUE,Wrapped MonetaryUnit,https://bscscan.com/token/0x00abaa93faf8fdc4f382135a7a56f9cf7c3edd21,18,,
WNYC,Wrapped NewYorkCoin,https://bscscan.com/token/0x6c015277b0f9b8c24b20bd8bbbd29fdb25738a69,18,,
WOO,Wrestling Organization Online,https://hive-engine.com/trade/WOO,8,,
WOW,Wownero,https://coinmarketcap.com/currencies/wownero/,11,,
WRLD,TheWorldsAMine,https://etherscan.io/token/0xb2cf3a438acf46275839a38db7594065f64151d3,18,,
WSAFE,Wrapped Safe,https://bscscan.com/token/0x6561d88819571cb40c22acd24d927ebe1829c8ca,9,,
WURST,Wurst,https://etherscan.io/token/0x26fE5f779AeE2c6E2099610d470679c6bAC0FFfA,4,,
X7R,X7R,https://etherscan.io/token/0x70008f18fc58928dce982b0a69c2c21ff80dca54,18,,
XAUT,Tether Gold,https://etherscan.io/token/0x68749665ff8d2d112fa859aa293f07a622782f38,6,,
xDAI,xDai Chain,https://coinmarketcap.com/currencies/xdaistable/,18,,
XDOGE,ClassicDoge,https://bscscan.com/token/0xB68A34756D8A92CCc821EFfA03d802846594b64E,18,,
xFOX,ShapeShift FOX Token,https://gnosisscan.io/token/0x21a42669643f45Bc0e086b8Fc2ed70c23D67509d,18,,
XFT,Offshift,https://etherscan.io/token/0xabe580e7ee158da464b51ee1a83ac0289622e6be,18,,
xGIV,Giveth,https://gnosisscan.io/token/0x4f4f9b8d5b4d0dc10506e5551b0513b61fd59e75,18,,
XHUMAN,Xhuman,https://etherscan.io/token/0x40aeea2e6c280e41cb88ec05673ba6c027c9c30c,4,,
xICHI,xICHI,https://etherscan.io/token/0x70605a6457B0A8fBf1EEE896911895296eAB467E,9,,
XIO,Blockzero Labs,https://etherscan.io/token/0x0f7F961648aE6Db43C75663aC7E5414Eb79b5704,18,,
XJP,eXciting Japan Coin,https://etherscan.io/token/0x604026696fDB3C6720AE3049C46d59AC604dEA0A,18,,
XLA,Scala,https://coinmarketcap.com/currencies/scala/,2,,
XLM,Stellar,https://coinmarketcap.com/currencies/stellar/,7,,
XMR,Monero,https://coinmarketcap.com/currencies/monero/,12,,
XMT,Metal,https://www.protonscan.io/tokens/XMT-proton-xtokens,8,,
xNANA,Synth Banana,https://etherscan.io/token/0x13a1105d770c19f0bc7eaa63cb3f7b5b06f01966,18,,
XPR,Proton,https://coinmarketcap.com/currencies/proton/,4,,
XRP,XRP,https://coinmarketcap.com/currencies/xrp/,6,,
XTK,xToken,https://etherscan.io/token/0x7f3edcdd180dbe4819bd98fee8929b5cedb3adeb,18,,
XTZ,Tezos,https://coinmarketcap.com/currencies/tezos/,6,,
XVG,Verge,https://coinmarketcap.com/currencies/verge/,6,,
XYO,XYO Network,https://etherscan.io/token/0x55296f69f40ea6d20e478533c15a6b08b654e758,18,,
YAM,YAM,https://etherscan.io/token/0x0AaCfbeC6a24756c20D41914F2caba817C0d8521,18,,
YAX,YAX,https://etherscan.io/token/0xb1dc9124c395c1e97773ab855d66e879f053a289,18,,
YAXIS,YAXIS,https://etherscan.io/token/0x0ada190c81b814548ddc2f6adc4a689ce7c1fe73,18,,
YGG,Yield Guild Games,https://etherscan.io/token/0x25f8087ead173b73d6e8b84329989a8eea16cf73,18,,
YUI,Yui Finance,https://etherscan.io/token/0x25f8087ead173b73d6e8b84329989a8eea16cf73,18,,
YUM,Yum Yums,https://etherscan.io/token/0x5a046140d8594369076feec4ee08bd6fea1bfe80,18,,
YUMI,Yumi,https://etherscan.io/token/0x25859743ED0861665611B81E47682e889b48313B,4,,
ZAPH,ZAPH Token,https://etherscan.io/token/0x9F675e2C53ED88168E5928747CAf31062Da24f21,4,,
ZDEX,Zeedex,https://etherscan.io/token/0x5150956e082c748ca837a5dfa0a7c10ca4697f9c,18,,
ZEC,Zcash,https://coinmarketcap.com/currencies/zcash/,8,,
ZEN,Horizen,https://coinmarketcap.com/currencies/horizen/,8,,
ZER,Zero,https://coinmarketcap.com/currencies/zero/,8,,
ZINGOT,ZINGOT,https://etherscan.io/token/0x8deefebd24ef87e3f7aef2057a002a8e91837801,18,,
ZOMB,ZOMB,https://wax.alcor.exchange/trade/zomb-zombietokens_wax-eosio.token,4,,
ZRX,0x,https://etherscan.io/token/0xe41d2489571d322189246dafa5ebde1f4699f498,18,,
ZUG,ZUG,https://etherscan.io/token/0xfee5f54e1070e7ed31be341e0a5b1e847f6a84ab,18,,
ZYN,Zuelyen,https://bscscan.com/token/0x693b6f1A4a2672CDA29bc9f237aCa7fffd5ebB12,18,,
